competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
Ligue 1 McDonald's,874,219,69,Olympique de Marseille,TBD,TBD,AS Monaco,20251214,1400
Ligue 1 McDonald's,874,64,72,RC Lens,TBD,TBD,OGC Nice,20251214,1400
Ligue 1 McDonald's,874,57,65,AJ Auxerre,TBD,TBD,LOSC Lille,20251214,1600
Ligue 1 McDonald's,874,76,217,RC Strasbourg Alsace,TBD,TBD,FC Lorient,20251214,1945
Ligue 1 McDonald's,874,69,66,AS Monaco,TBD,TBD,Olympique Lyonnais,20260103,1600
Ligue 1 McDonald's,874,217,68,FC Lorient,TBD,TBD,FC Metz,20260103,1600
Ligue 1 McDonald's,874,1738,1530,Havre AC,TBD,TBD,Angers SCO,20260103,1800
Ligue 1 McDonald's,874,378,57,Stade Brestois 29,TBD,TBD,AJ Auxerre,20260103,2000
Ligue 1 McDonald's,874,65,74,LOSC Lille,TBD,TBD,Stade Rennais FC,20260104,1400
Ligue 1 McDonald's,874,72,76,OGC Nice,TBD,TBD,RC Strasbourg Alsace,20260104,1400
Ligue 1 McDonald's,874,1809,64,Toulouse FC,TBD,TBD,RC Lens,20260104,1400
Ligue 1 McDonald's,874,219,71,Olympique de Marseille,TBD,TBD,FC Nantes,20260104,1600
Ligue 1 McDonald's,874,73,111817,Paris Saint-Germain,TBD,TBD,Paris FC,20260104,1945
Ligue 1 McDonald's,874,1530,219,Angers SCO,TBD,TBD,Olympique de Marseille,20260116,2000
Ligue 1 McDonald's,874,69,217,AS Monaco,TBD,TBD,FC Lorient,20260117,1600
Ligue 1 McDonald's,874,73,65,Paris Saint-Germain,TBD,TBD,LOSC Lille,20260117,1800
Ligue 1 McDonald's,874,1809,72,Toulouse FC,TBD,TBD,OGC Nice,20260117,2000
Ligue 1 McDonald's,874,76,68,RC Strasbourg Alsace,TBD,TBD,FC Metz,20260118,1400
Ligue 1 McDonald's,874,71,111817,FC Nantes,TBD,TBD,Paris FC,20260118,1400
Ligue 1 McDonald's,874,64,57,RC Lens,TBD,TBD,AJ Auxerre,20260118,1400
Ligue 1 McDonald's,874,74,1738,Stade Rennais FC,TBD,TBD,Havre AC,20260118,1600
Ligue 1 McDonald's,874,66,378,Olympique Lyonnais,TBD,TBD,Stade Brestois 29,20260118,1945
Ligue 1 McDonald's,874,74,217,Stade Rennais FC,TBD,TBD,FC Lorient,20260123,2000
