competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
UEFA Champions League,91,247,240,PSV,TBD,TBD,Atlético de Madrid,20251022,2000
UEFA Champions League,91,131682,9,Inter Milan,TBD,TBD,Liverpool,20251022,2000
UEFA Champions League,91,45,100805,Juventus,TBD,TBD,St. Mirren,20251021,2000
UEFA Champions League,91,231,1,Club Brugge,TBD,TBD,Arsenal,20251021,2000
UEFA Champions League,91,241,1824,FC Barcelona,TBD,TBD,Eintracht Frankfurt,20251022,2000
UEFA Champions League,91,115845,5,Atalanta,TBD,TBD,Chelsea,20251022,2000
UEFA Champions League,91,22,918,Borussia Dortmund,TBD,TBD,FK Bodø/Glimt,20251021,2000
UEFA Champions League,91,32,13,Bayer 04 Leverkusen,TBD,TBD,Newcastle United,20251021,2000
UEFA Champions League,91,448,73,Athletic Club,TBD,TBD,Paris Saint-Germain,20251021,2000
UEFA Champions League,91,483,819,Villarreal CF,TBD,TBD,F.C. København,20251021,2000
UEFA Champions League,91,113888,245,Qarabağ FK,TBD,TBD,Ajax,20251021,2000
UEFA Champions League,91,69,325,AS Monaco,TBD,TBD,Galatasaray SK,20251022,2000
UEFA Champions League,91,21,237,FC Bayern München,TBD,TBD,Sporting CP,20251022,2000
UEFA Champions League,91,920,280,Vålerenga Fotball,TBD,TBD,Olympiacos FC,20251022,2000
UEFA Champions League,91,237,231,Sporting CP,TBD,TBD,Club Brugge,20251104,1755
UEFA Champions League,91,266,448,SK Slavia Praha,TBD,TBD,Athletic Club,20251105,2000
UEFA Champions League,91,73,18,Paris Saint-Germain,TBD,TBD,Tottenham Hotspur,20251104,2000
UEFA Champions League,91,48,113888,SSC Napoli,TBD,TBD,Qarabağ FK,20251105,1755
UEFA Champions League,91,219,13,Olympique de Marseille,TBD,TBD,Newcastle United,20251105,2000
UEFA Champions League,91,280,243,Olympiacos FC,TBD,TBD,Real Madrid,20251104,2000
UEFA Champions League,91,10,32,Manchester City,TBD,TBD,Bayer 04 Leverkusen,20251105,2000
UEFA Champions League,91,9,247,Liverpool,TBD,TBD,PSV,20251104,2000
UEFA Champions League,91,918,45,FK Bodø/Glimt,TBD,TBD,Juventus,20251105,2000
UEFA Champions League,91,5,241,Chelsea,TBD,TBD,FC Barcelona,20251105,2000
UEFA Champions League,91,22,483,Borussia Dortmund,TBD,TBD,Villarreal CF,20251105,2000
UEFA Champions League,91,325,2014,Galatasaray SK,TBD,TBD,Royale Union Saint-Gilloise,20251105,2000
UEFA Champions League,91,1824,115845,Eintracht Frankfurt,TBD,TBD,Atalanta,20251104,2000
UEFA Champions League,91,240,131682,Atlético de Madrid,TBD,TBD,Inter Milan,20251104,2000
UEFA Champions League,91,245,234,Ajax,TBD,TBD,SL Benfica,20251105,2000
UEFA Champions League,91,1,21,Arsenal,TBD,TBD,FC Bayern München,20251104,2000
UEFA Champions League,91,100805,69,St. Mirren,TBD,TBD,AS Monaco,20251104,2000
UEFA Champions League,91,819,920,F.C. København,TBD,TBD,Vålerenga Fotball,20251104,2000
UEFA Champions League,91,234,32,SL Benfica,TBD,TBD,Bayer 04 Leverkusen,20251125,1755
UEFA Champions League,91,100805,483,St. Mirren,TBD,TBD,Villarreal CF,20251125,2000
UEFA Champions League,91,266,1,SK Slavia Praha,TBD,TBD,Arsenal,20251126,2000
UEFA Champions League,91,48,1824,SSC Napoli,TBD,TBD,Eintracht Frankfurt,20251126,2000
UEFA Champions League,91,18,819,Tottenham Hotspur,TBD,TBD,F.C. København,20251126,1755
UEFA Champions League,91,9,243,Liverpool,TBD,TBD,Real Madrid,20251126,2000
UEFA Champions League,91,73,21,Paris Saint-Germain,TBD,TBD,FC Bayern München,20251126,2000
UEFA Champions League,91,113888,5,Qarabağ FK,TBD,TBD,Chelsea,20251125,2000
UEFA Champions League,91,245,325,Ajax,TBD,TBD,Galatasaray SK,20251125,2000
UEFA Champions League,91,280,247,Olympiacos FC,TBD,TBD,PSV,20251126,2000
UEFA Champions League,91,231,241,Club Brugge,TBD,TBD,FC Barcelona,20251125,2000
UEFA Champions League,91,45,237,Juventus,TBD,TBD,Sporting CP,20251126,2000
UEFA Champions League,91,131682,920,Inter Milan,TBD,TBD,Vålerenga Fotball,20251125,2000
UEFA Champions League,91,918,69,FK Bodø/Glimt,TBD,TBD,AS Monaco,20251126,2000
UEFA Champions League,91,240,2014,Atlético de Madrid,TBD,TBD,Royale Union Saint-Gilloise,20251126,2000
UEFA Champions League,91,10,22,Manchester City,TBD,TBD,Borussia Dortmund,20251125,2000
UEFA Champions League,91,13,448,Newcastle United,TBD,TBD,Athletic Club,20251125,2000
UEFA Champions League,91,219,115845,Olympique de Marseille,TBD,TBD,Atalanta,20251125,2000
UEFA Champions League,91,243,45,Real Madrid,TBD,TBD,Juventus,20251209,2000
UEFA Champions League,91,21,231,FC Bayern München,TBD,TBD,Club Brugge,20251209,2000
UEFA Champions League,91,237,219,Sporting CP,TBD,TBD,Olympique de Marseille,20251209,1755
UEFA Champions League,91,483,10,Villarreal CF,TBD,TBD,Manchester City,20251210,1755
UEFA Champions League,91,241,280,FC Barcelona,TBD,TBD,Olympiacos FC,20251210,2000
UEFA Champions League,91,920,100805,Vålerenga Fotball,TBD,TBD,St. Mirren,20251210,2000
UEFA Champions League,91,1824,9,Eintracht Frankfurt,TBD,TBD,Liverpool,20251209,2000
UEFA Champions League,91,5,245,Chelsea,TBD,TBD,Ajax,20251209,2000
UEFA Champions League,91,1,240,Arsenal,TBD,TBD,Atlético de Madrid,20251210,2000
UEFA Champions League,91,32,73,Bayer 04 Leverkusen,TBD,TBD,Paris Saint-Germain,20251210,2000
UEFA Champions League,91,69,18,AS Monaco,TBD,TBD,Tottenham Hotspur,20251209,2000
UEFA Champions League,91,819,22,F.C. København,TBD,TBD,Borussia Dortmund,20251210,2000
UEFA Champions League,91,448,113888,Athletic Club,TBD,TBD,Qarabağ FK,20251209,2000
UEFA Champions League,91,325,918,Galatasaray SK,TBD,TBD,FK Bodø/Glimt,20251209,2000
UEFA Champions League,91,13,234,Newcastle United,TBD,TBD,SL Benfica,20251210,2000
UEFA Champions League,91,115845,266,Atalanta,TBD,TBD,SK Slavia Praha,20251209,2000
UEFA Champions League,91,247,48,PSV,TBD,TBD,SSC Napoli,20251210,2000
UEFA Champions League,91,2014,131682,Royale Union Saint-Gilloise,TBD,TBD,Inter Milan,20251210,2000
UEFA Champions League,91,100805,21,St. Mirren,TBD,TBD,FC Bayern München,20260121,1755
UEFA Champions League,91,483,45,Villarreal CF,TBD,TBD,Juventus,20260120,1755
UEFA Champions League,91,241,73,FC Barcelona,TBD,TBD,Paris Saint-Germain,20260120,2000
UEFA Champions League,91,115845,231,Atalanta,TBD,TBD,Club Brugge,20260121,2000
UEFA Champions League,91,32,247,Bayer 04 Leverkusen,TBD,TBD,PSV,20260120,2000
UEFA Champions League,91,920,243,Vålerenga Fotball,TBD,TBD,Real Madrid,20260121,2000
UEFA Champions League,91,5,234,Chelsea,TBD,TBD,SL Benfica,20260121,2000
UEFA Champions League,91,131682,266,Inter Milan,TBD,TBD,SK Slavia Praha,20260121,2000
UEFA Champions League,91,918,18,FK Bodø/Glimt,TBD,TBD,Tottenham Hotspur,20260121,2000
UEFA Champions League,91,219,245,Olympique de Marseille,TBD,TBD,Ajax,20260121,2000
UEFA Champions League,91,325,9,Galatasaray SK,TBD,TBD,Liverpool,20260121,2000
UEFA Champions League,91,113888,819,Qarabağ FK,TBD,TBD,F.C. København,20260120,2000
UEFA Champions League,91,2014,13,Royale Union Saint-Gilloise,TBD,TBD,Newcastle United,20260120,2000
UEFA Champions League,91,1,280,Arsenal,TBD,TBD,Olympiacos FC,20260120,2000
UEFA Champions League,91,240,1824,Atlético de Madrid,TBD,TBD,Eintracht Frankfurt,20260121,2000
UEFA Champions League,91,69,10,AS Monaco,TBD,TBD,Manchester City,20260120,2000
UEFA Champions League,91,22,448,Borussia Dortmund,TBD,TBD,Athletic Club,20260120,2000
UEFA Champions League,91,48,237,SSC Napoli,TBD,TBD,Sporting CP,20260120,2000
UEFA Champions League,91,237,920,Sporting CP,TBD,TBD,Vålerenga Fotball,20260128,2000
UEFA Champions League,91,13,241,Newcastle United,TBD,TBD,FC Barcelona,20260128,2000
UEFA Champions League,91,10,48,Manchester City,TBD,TBD,SSC Napoli,20260128,2000
UEFA Champions League,91,1824,325,Eintracht Frankfurt,TBD,TBD,Galatasaray SK,20260128,2000
UEFA Champions League,91,819,32,F.C. København,TBD,TBD,Bayer 04 Leverkusen,20260128,2000
UEFA Champions League,91,231,69,Club Brugge,TBD,TBD,AS Monaco,20260128,2000
UEFA Champions League,91,73,115845,Paris Saint-Germain,TBD,TBD,Atalanta,20260128,2000
UEFA Champions League,91,9,240,Liverpool,TBD,TBD,Atlético de Madrid,20260128,2000
UEFA Champions League,91,21,5,FC Bayern München,TBD,TBD,Chelsea,20260128,2000
UEFA Champions League,91,245,131682,Ajax,TBD,TBD,Inter Milan,20260128,2000
UEFA Champions League,91,266,918,SK Slavia Praha,TBD,TBD,FK Bodø/Glimt,20260128,2000
UEFA Champions League,91,280,100805,Olympiacos FC,TBD,TBD,St. Mirren,20260128,2000
UEFA Champions League,91,18,483,Tottenham Hotspur,TBD,TBD,Villarreal CF,20260128,2000
UEFA Champions League,91,234,113888,SL Benfica,TBD,TBD,Qarabağ FK,20260128,2000
UEFA Champions League,91,243,219,Real Madrid,TBD,TBD,Olympique de Marseille,20260128,2000
UEFA Champions League,91,45,22,Juventus,TBD,TBD,Borussia Dortmund,20260128,2000
UEFA Champions League,91,247,2014,PSV,TBD,TBD,Royale Union Saint-Gilloise,20260128,2000
UEFA Champions League,91,448,1,Athletic Club,TBD,TBD,Arsenal,20260128,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260218,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260224,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260218,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260224,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260218,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260224,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260218,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260224,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260217,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260225,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260217,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260225,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260217,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260225,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260217,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260225,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260311,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260317,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260311,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260317,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260310,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260318,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260310,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260318,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260310,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260318,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260310,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260318,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260311,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260317,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260311,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260317,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260408,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260414,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260408,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260414,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260407,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260415,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260407,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260415,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260429,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260505,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260428,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260506,2000
UEFA Champions League,91,-1,-1, ,TBD,TBD, ,20260530,2000
