competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
1A Pro League,426,110724,231,KV Mechelen,TBD,TBD,Club Brugge,20251122,2000
1A Pro League,426,673,100087,KRC Genk,TBD,TBD,Oud-Heverlee Leuven,20251129,1800
1A Pro League,426,231,229,Club Brugge,TBD,TBD,RSC Anderlecht,20251130,2000
1A Pro League,426,110724,681,KV Mechelen,TBD,TBD,KVC Westerlo,20251129,2000
1A Pro League,426,670,537,Sporting Charleroi,TBD,TBD,FCV Dender EH,20251129,2000
1A Pro League,426,230,674,Royal Antwerp FC,TBD,TBD,KAA Gent,20251128,2030
1A Pro League,426,680,132231,Sint-Truidense VV,TBD,TBD,RAAL La Louvière,20251130,1800
1A Pro League,426,232,1750,Standard de Liège,TBD,TBD,Cercle Brugge KSV,20251129,2000
1A Pro League,426,15005,2014,SV Zulte Waregem,TBD,TBD,Royale Union Saint-Gilloise,20251129,2000
1A Pro League,426,15005,673,SV Zulte Waregem,TBD,TBD,KRC Genk,20251207,2000
1A Pro League,426,2014,232,Royale Union Saint-Gilloise,TBD,TBD,Standard de Liège,20251206,2000
1A Pro League,426,1750,680,Cercle Brugge KSV,TBD,TBD,Sint-Truidense VV,20251206,1800
1A Pro League,426,132231,230,RAAL La Louvière,TBD,TBD,Royal Antwerp FC,20251206,1800
1A Pro League,426,674,670,KAA Gent,TBD,TBD,Sporting Charleroi,20251206,2000
1A Pro League,426,537,110724,FCV Dender EH,TBD,TBD,KV Mechelen,20251207,1800
1A Pro League,426,681,231,KVC Westerlo,TBD,TBD,Club Brugge,20251206,1800
1A Pro League,426,229,100087,RSC Anderlecht,TBD,TBD,Oud-Heverlee Leuven,20251206,2030
1A Pro League,426,673,229,KRC Genk,TBD,TBD,RSC Anderlecht,20251214,1430
1A Pro League,426,100087,681,Oud-Heverlee Leuven,TBD,TBD,KVC Westerlo,20251213,1800
1A Pro League,426,231,537,Club Brugge,TBD,TBD,FCV Dender EH,20251212,2030
1A Pro League,426,110724,674,KV Mechelen,TBD,TBD,KAA Gent,20251214,1800
1A Pro League,426,670,132231,Sporting Charleroi,TBD,TBD,RAAL La Louvière,20251214,1430
1A Pro League,426,230,1750,Royal Antwerp FC,TBD,TBD,Cercle Brugge KSV,20251214,2000
1A Pro League,426,680,2014,Sint-Truidense VV,TBD,TBD,Royale Union Saint-Gilloise,20251213,1800
1A Pro League,426,232,15005,Standard de Liège,TBD,TBD,SV Zulte Waregem,20251213,2000
1A Pro League,426,232,673,Standard de Liège,TBD,TBD,KRC Genk,20251220,2000
1A Pro League,426,15005,680,SV Zulte Waregem,TBD,TBD,Sint-Truidense VV,20251220,1800
1A Pro League,426,2014,230,Royale Union Saint-Gilloise,TBD,TBD,Royal Antwerp FC,20251220,2000
1A Pro League,426,1750,670,Cercle Brugge KSV,TBD,TBD,Sporting Charleroi,20251221,2000
1A Pro League,426,132231,110724,RAAL La Louvière,TBD,TBD,KV Mechelen,20251221,1800
1A Pro League,426,674,231,KAA Gent,TBD,TBD,Club Brugge,20251221,1430
1A Pro League,426,537,100087,FCV Dender EH,TBD,TBD,Oud-Heverlee Leuven,20251220,2000
1A Pro League,426,681,229,KVC Westerlo,TBD,TBD,RSC Anderlecht,20251220,2000
1A Pro League,426,673,681,KRC Genk,TBD,TBD,KVC Westerlo,20251227,1800
1A Pro League,426,229,537,RSC Anderlecht,TBD,TBD,FCV Dender EH,20251227,2030
1A Pro League,426,100087,674,Oud-Heverlee Leuven,TBD,TBD,KAA Gent,20251227,1430
1A Pro League,426,231,132231,Club Brugge,TBD,TBD,RAAL La Louvière,20251227,1430
1A Pro League,426,110724,1750,KV Mechelen,TBD,TBD,Cercle Brugge KSV,20251227,1430
1A Pro League,426,670,2014,Sporting Charleroi,TBD,TBD,Royale Union Saint-Gilloise,20251228,2000
1A Pro League,426,230,15005,Royal Antwerp FC,TBD,TBD,SV Zulte Waregem,20251227,1430
1A Pro League,426,680,232,Sint-Truidense VV,TBD,TBD,Standard de Liège,20251227,1800
1A Pro League,426,680,673,Sint-Truidense VV,TBD,TBD,KRC Genk,20251231,2030
1A Pro League,426,232,230,Standard de Liège,TBD,TBD,Royal Antwerp FC,20251230,2000
1A Pro League,426,15005,670,SV Zulte Waregem,TBD,TBD,Sporting Charleroi,20251231,2030
1A Pro League,426,2014,110724,Royale Union Saint-Gilloise,TBD,TBD,KV Mechelen,20251231,2030
1A Pro League,426,1750,231,Cercle Brugge KSV,TBD,TBD,Club Brugge,20251230,2000
1A Pro League,426,132231,100087,RAAL La Louvière,TBD,TBD,Oud-Heverlee Leuven,20251231,2030
1A Pro League,426,674,229,KAA Gent,TBD,TBD,RSC Anderlecht,20251230,2000
1A Pro League,426,537,681,FCV Dender EH,TBD,TBD,KVC Westerlo,20251231,2030
1A Pro League,426,673,537,KRC Genk,TBD,TBD,FCV Dender EH,20260116,2030
1A Pro League,426,681,674,KVC Westerlo,TBD,TBD,KAA Gent,20260117,2000
1A Pro League,426,229,132231,RSC Anderlecht,TBD,TBD,RAAL La Louvière,20260117,1800
1A Pro League,426,100087,1750,Oud-Heverlee Leuven,TBD,TBD,Cercle Brugge KSV,20260117,2000
1A Pro League,426,231,2014,Club Brugge,TBD,TBD,Royale Union Saint-Gilloise,20260116,1800
1A Pro League,426,110724,15005,KV Mechelen,TBD,TBD,SV Zulte Waregem,20260118,2000
1A Pro League,426,670,232,Sporting Charleroi,TBD,TBD,Standard de Liège,20260117,2000
1A Pro League,426,230,680,Royal Antwerp FC,TBD,TBD,Sint-Truidense VV,20260116,1800
1A Pro League,426,230,673,Royal Antwerp FC,TBD,TBD,KRC Genk,20260125,1430
1A Pro League,426,680,670,Sint-Truidense VV,TBD,TBD,Sporting Charleroi,20260125,2000
1A Pro League,426,232,110724,Standard de Liège,TBD,TBD,KV Mechelen,20260124,1800
1A Pro League,426,15005,231,SV Zulte Waregem,TBD,TBD,Club Brugge,20260124,2000
1A Pro League,426,2014,100087,Royale Union Saint-Gilloise,TBD,TBD,Oud-Heverlee Leuven,20260125,1800
1A Pro League,426,1750,229,Cercle Brugge KSV,TBD,TBD,RSC Anderlecht,20260124,2000
1A Pro League,426,132231,681,RAAL La Louvière,TBD,TBD,KVC Westerlo,20260124,2000
1A Pro League,426,674,537,KAA Gent,TBD,TBD,FCV Dender EH,20260124,2000
1A Pro League,426,673,231,KRC Genk,TBD,TBD,Club Brugge,20260201,1230
1A Pro League,426,110724,100087,KV Mechelen,TBD,TBD,Oud-Heverlee Leuven,20260201,2000
1A Pro League,426,670,229,Sporting Charleroi,TBD,TBD,RSC Anderlecht,20260201,1545
1A Pro League,426,230,681,Royal Antwerp FC,TBD,TBD,KVC Westerlo,20260131,2000
1A Pro League,426,680,537,Sint-Truidense VV,TBD,TBD,FCV Dender EH,20260131,1730
1A Pro League,426,232,674,Standard de Liège,TBD,TBD,KAA Gent,20260131,2000
1A Pro League,426,15005,132231,SV Zulte Waregem,TBD,TBD,RAAL La Louvière,20260201,1730
1A Pro League,426,2014,1750,Royale Union Saint-Gilloise,TBD,TBD,Cercle Brugge KSV,20260201,1230
1A Pro League,426,2014,673,Royale Union Saint-Gilloise,TBD,TBD,KRC Genk,20260207,2000
1A Pro League,426,1750,15005,Cercle Brugge KSV,TBD,TBD,SV Zulte Waregem,20260207,1800
1A Pro League,426,132231,232,RAAL La Louvière,TBD,TBD,Standard de Liège,20260208,2000
1A Pro League,426,674,680,KAA Gent,TBD,TBD,Sint-Truidense VV,20260207,2000
1A Pro League,426,537,230,FCV Dender EH,TBD,TBD,Royal Antwerp FC,20260207,1800
1A Pro League,426,681,670,KVC Westerlo,TBD,TBD,Sporting Charleroi,20260207,2000
1A Pro League,426,229,110724,RSC Anderlecht,TBD,TBD,KV Mechelen,20260208,1800
1A Pro League,426,100087,231,Oud-Heverlee Leuven,TBD,TBD,Club Brugge,20260207,2030
1A Pro League,426,1750,673,Cercle Brugge KSV,TBD,TBD,KRC Genk,20260210,2030
1A Pro League,426,132231,2014,RAAL La Louvière,TBD,TBD,Royale Union Saint-Gilloise,20260211,2000
1A Pro League,426,674,15005,KAA Gent,TBD,TBD,SV Zulte Waregem,20260210,2030
1A Pro League,426,537,232,FCV Dender EH,TBD,TBD,Standard de Liège,20260212,2000
1A Pro League,426,681,680,KVC Westerlo,TBD,TBD,Sint-Truidense VV,20260211,1730
1A Pro League,426,229,230,RSC Anderlecht,TBD,TBD,Royal Antwerp FC,20260212,1730
1A Pro League,426,100087,670,Oud-Heverlee Leuven,TBD,TBD,Sporting Charleroi,20260211,2000
1A Pro League,426,231,110724,Club Brugge,TBD,TBD,KV Mechelen,20260211,1730
1A Pro League,426,673,132231,KRC Genk,TBD,TBD,RAAL La Louvière,20260214,2000
1A Pro League,426,674,1750,KAA Gent,TBD,TBD,Cercle Brugge KSV,20260214,2000
1A Pro League,426,537,2014,FCV Dender EH,TBD,TBD,Royale Union Saint-Gilloise,20260215,2000
1A Pro League,426,681,15005,KVC Westerlo,TBD,TBD,SV Zulte Waregem,20260214,1800
1A Pro League,426,229,232,RSC Anderlecht,TBD,TBD,Standard de Liège,20260215,1800
1A Pro League,426,100087,680,Oud-Heverlee Leuven,TBD,TBD,Sint-Truidense VV,20260214,2000
1A Pro League,426,231,230,Club Brugge,TBD,TBD,Royal Antwerp FC,20260215,1430
1A Pro League,426,110724,670,KV Mechelen,TBD,TBD,Sporting Charleroi,20260214,2030
1A Pro League,426,110724,673,KV Mechelen,TBD,TBD,KRC Genk,20260221,1800
1A Pro League,426,670,231,Sporting Charleroi,TBD,TBD,Club Brugge,20260222,1800
1A Pro League,426,230,100087,Royal Antwerp FC,TBD,TBD,Oud-Heverlee Leuven,20260220,2030
1A Pro League,426,680,229,Sint-Truidense VV,TBD,TBD,RSC Anderlecht,20260221,2000
1A Pro League,426,232,681,Standard de Liège,TBD,TBD,KVC Westerlo,20260222,2000
1A Pro League,426,15005,537,SV Zulte Waregem,TBD,TBD,FCV Dender EH,20260221,2000
1A Pro League,426,2014,674,Royale Union Saint-Gilloise,TBD,TBD,KAA Gent,20260221,2000
1A Pro League,426,1750,132231,Cercle Brugge KSV,TBD,TBD,RAAL La Louvière,20260221,2000
1A Pro League,426,673,674,KRC Genk,TBD,TBD,KAA Gent,20260228,2000
1A Pro League,426,537,132231,FCV Dender EH,TBD,TBD,RAAL La Louvière,20260228,2000
1A Pro League,426,681,1750,KVC Westerlo,TBD,TBD,Cercle Brugge KSV,20260228,1800
1A Pro League,426,229,2014,RSC Anderlecht,TBD,TBD,Royale Union Saint-Gilloise,20260301,1800
1A Pro League,426,100087,15005,Oud-Heverlee Leuven,TBD,TBD,SV Zulte Waregem,20260301,2000
1A Pro League,426,231,232,Club Brugge,TBD,TBD,Standard de Liège,20260228,2000
1A Pro League,426,110724,680,KV Mechelen,TBD,TBD,Sint-Truidense VV,20260228,2030
1A Pro League,426,670,230,Sporting Charleroi,TBD,TBD,Royal Antwerp FC,20260228,2000
1A Pro League,426,670,673,Sporting Charleroi,TBD,TBD,KRC Genk,20260307,2000
1A Pro League,426,230,110724,Royal Antwerp FC,TBD,TBD,KV Mechelen,20260307,1800
1A Pro League,426,680,231,Sint-Truidense VV,TBD,TBD,Club Brugge,20260307,2000
1A Pro League,426,232,100087,Standard de Liège,TBD,TBD,Oud-Heverlee Leuven,20260308,2000
1A Pro League,426,15005,229,SV Zulte Waregem,TBD,TBD,RSC Anderlecht,20260308,1800
1A Pro League,426,2014,681,Royale Union Saint-Gilloise,TBD,TBD,KVC Westerlo,20260306,2030
1A Pro League,426,1750,537,Cercle Brugge KSV,TBD,TBD,FCV Dender EH,20260307,2030
1A Pro League,426,132231,674,RAAL La Louvière,TBD,TBD,KAA Gent,20260306,1800
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260405,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260405,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260404,1930
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260412,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260411,1930
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260412,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260419,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260418,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260419,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260422,1830
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260422,2030
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260421,2030
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260426,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260426,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260426,1900
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260503,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260503,1900
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260502,1930
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260510,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260509,1930
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260510,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260513,2030
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260512,2030
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260513,1830
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260517,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260517,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260517,1900
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260524,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260522,1930
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260524,1900
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260405,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260405,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260404,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260412,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260412,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260411,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260419,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260419,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260418,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260422,1830
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260421,1830
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260422,1830
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260426,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260425,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260426,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260503,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260503,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260502,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260510,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260510,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260509,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260512,1830
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260513,1830
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260512,2030
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260517,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260517,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260516,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260524,1330
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260524,1700
1A Pro League,426,-1,-1, ,TBD,TBD, ,20260523,1700
